longitude,latitude,Location,Cult,Image
-100.3091969,25.67321387,"Monterrey, NL",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-100.3898872,20.58879439,"Queretaro, QRO",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
94.05000396,23.18333569,"Kalaymyo, Sagain",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
5.716668363,51.20000022,Stramproy,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
174.7633323,-36.84845885,Auckland,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
172.6362265,-43.53205167,Christchurch,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
168.3537769,-46.41318403,Invercargill,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
175.608219,-40.35230157,Palmerston North,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
176.1651297,-37.68779583,Tauranga,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
174.3237111,-35.72511057,Whangarei,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-8.67292043,37.10280818,Lagos,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
143.6474863,-3.579521634,"Wewak, ESP",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-76.19999565,-10.13333314,"Ambo, Huanuco",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-77.06220234,-12.04781547,"Lima, Lima",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-76.26249541,-10.68638606,"Cerro de Pasco, Pasco",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
120.6138908,17.60000043,"Bangued, Abra",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
120.5790043,14.61869461,"Orion, Bataan",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
120.5960115,16.40233469,"Baguio City, Benguet",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.4641893,11.58331714,"Naval, Biliran",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.9907996,7.679895719,"Don Carlos, Bukidnon",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.8789698,7.63812168,"Kiara, Bukidnon",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.8375829,7.68094419,"Mauswagon, Bukidnon",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.3466273,7.846371158,"San Fernando, Bukidnon",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
121.6500025,17.90000273,"Alcala, Cagayan",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
123.8854411,10.31569988,"Cebu, Cebu",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
126.0846976,7.665969245,"Compostela, Compostela Valley",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
126.0500006,7.816671058,"Monkayo, Compostela Valley",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.9666694,7.600001645,"Nabunturan, Compostela Valley",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.4553419,7.190712122,"Davao City, Davao del Sur",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.4328505,11.60799282,"Borongan, Eastern Samar",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
121.5877807,16.88305698,"San Mateo, Isabela",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
120.3884763,16.38879546,"Aringay, La Union",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.2452463,8.228021981,"Iligan City, Lanao Del Norte",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
123.7771024,7.924972754,"Maranding, Lanao Del Norte",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.0000002,11.2500048,"Tacloban, Leyte",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
123.2470001,12.90300308,"Claveria, Masbate",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
121.0437013,14.67604577,"Quezon City, Metro Manila",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.6319018,8.4542364,"Cagayan de Oro, Misamis Oriental",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.0911382,7.010610214,"Kidapawan, North Cotabato",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.2500027,7.216668432,"Macebolig, North Cotabato",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
118.7855105,9.967217853,"Puerto Princesa City, Palawan",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
119.8500014,16.20000199,"Bani, Pangasinan",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
120.5432005,16.10841404,"Pozorrubio, Pangasinan",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
121.6234481,13.9413991,"Lucena, Quezon",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.0666691,6.21666822,"Polomolok, South Cotabato",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
125.170876,10.33462127,"Lilo-An, Southern Leyte",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
124.8437004,10.14483159,"Maasin City, Southern Leyte",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
123.0076982,8.231363398,"Sindangan, Zamboanga del Norte",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-9.150036042,38.72530308,Lisbon,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
103.8198395,1.352083989,Singapore,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-63.02999878,18.03666917,Upper Prince’s Quarter,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
25.56995342,-33.93263688,"Port Elizabeth, EC",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
28.21837173,-25.73133509,"Pretoria, GP",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
31.02758108,-29.85787244,"Durban, KZN",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
24.75404346,-28.7292897,"Kimberley, NC",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
18.42405712,-33.92486532,"Cape Town, SWC",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-16.62912818,28.29156616,Canary Islands,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
79.86124786,6.927079977,Colombo,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
31.25000298,-25.96666263,Piggs Peak,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
6.142296891,46.19839279,Geneva,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
33.80000293,-1.499995487,Musoma,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
33.08734386,-2.105359312,"Nansio, Ukerewe",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
100.4847237,13.67722699,Chom Thong,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
98.22500122,17.22666921,Tha Song Yang,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
98.70407967,16.77518346,"Mae Sot, Tak",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-61.41144429,10.51683919,"Chaguanas, Trinidad",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
30.27500399,0.66000182,Fort Portal,Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-2.587909691,51.45451423,"Bristol, Bristol",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-2.13249725,49.21666835,"Jersey, Channel Islands",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-2.893072752,53.19339226,"Chester, Cheshire",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-4.836451062,50.51665474,"Wadebridge, Cornwall",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
0.008781585,50.87387434,"Lewes, East Sussex",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-2.247921359,53.47925137,"Manchester, Greater Manchester",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-0.119823525,51.51121418,"Croydon, London",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-0.119820481,51.51121604,"North London, London",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-5.930115786,54.5972873,"Belfast, Northern Ireland",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-4.251805629,55.86423843,"Glasgow, Scotland",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-3.106848042,51.01534749,"Taunton, Somerset",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-0.679236259,51.34960927,"Lightwater, Surrey",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-3.179089062,51.48158498,"Cardiff, Wales",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-3.827604459,53.32406352,"Llandudno, Wales",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-1.890397861,52.48624363,"Birmingham, West Midlands",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-4.690724474,51.84113313,"Llanfallteg, West Wales",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-1.308646351,53.69168931,"Pontefract, West Yorkshire",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-149.9002756,61.21805733,"Anchorage, AK",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-86.97167269,34.8028709,"Athens, AL",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-86.8024861,33.52066298,"Birmingham, AL",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-86.29996712,32.36680926,"Montgomery, AL",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-92.66626281,33.2076301,"El Dorado, AR",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-94.15742223,36.06258106,"Fayetteville, AR",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-94.39854403,35.38592653,"Fort Smith, AR",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-93.10767447,36.2297952,"Harrison, AR",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-92.28959386,34.74648536,"Little Rock, AR",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-93.13378146,35.27841979,"Russellville, AR",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-112.0740344,33.44838133,"Phoenix, AZ",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-112.3157166,34.61002882,"Prescott Valley, AZ",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-110.9264759,32.2217459,"Tucson, AZ",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-120.5907204,35.1185914,"Arroyo Grande, CA",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-122.03107,37.97797908,"Concord, CA",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-124.1636707,40.80207509,"Eureka, CA",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
-119.7725858,36.74684551,"Fresno, CA",Living Church of God,http://silenced.co/wp-content/uploads/2011/05/living.jpg
